min_1_avg_rss12,max_1_avg_rss12,mean_1_avg_rss12,median_1_avg_rss12,sd_1_avg_rss12,fstQ_1_avg_rss12,trdQ_1_avg_rss12,min_2_var_rss12,max_2_var_rss12,mean_2_var_rss12,median_2_var_rss12,sd_2_var_rss12,fstQ_2_var_rss12,trdQ_2_var_rss12,min_3_avg_rss13,max_3_avg_rss13,mean_3_avg_rss13,median_3_avg_rss13,sd_3_avg_rss13,fstQ_3_avg_rss13,trdQ_3_avg_rss13,min_4_var_rss13,max_4_var_rss13,mean_4_var_rss13,median_4_var_rss13,sd_4_var_rss13,fstQ_4_var_rss13,trdQ_4_var_rss13,min_5_avg_rss23,max_5_avg_rss23,mean_5_avg_rss23,median_5_avg_rss23,sd_5_avg_rss23,fstQ_5_avg_rss23,trdQ_5_avg_rss23,min_6_var_rss23,max_6_var_rss23,mean_6_var_rss23,median_6_var_rss23,sd_6_var_rss23,fstQ_6_var_rss23,trdQ_6_var_rss23
25.33,45.0,37.114551148225466,36.25,3.714260058111461,34.5,40.25,0.0,10.84,2.7336116910229644,2.24,1.9247485581448314,1.3,3.77,3.0,27.25,16.656951983298537,16.67,3.612769527781905,14.25,18.75,0.0,10.57,3.13223382045929,2.87,1.8444311239932596,1.79,4.11,6.75,23.33,16.477599164926932,16.67,2.8425018221400657,14.75,18.5,0.0,9.5,3.0782463465553236,2.77,1.8259702109160878,1.7,4.06
19.0,44.0,36.21947807933194,36.0,3.52688715308943,34.0,39.0,0.0,12.28,2.8321711899791233,2.28,1.8886320025154633,1.5,3.86,5.5,25.25,15.420688935281838,15.25,3.252158045229885,13.33,17.5,0.0,9.5,3.1174947807933195,2.94,1.6848939934975635,1.79,4.24,2.5,24.5,15.873152400835073,16.0,3.1699193329079853,14.0,18.25,0.0,9.98,3.481106471816284,3.34,1.829656845052756,2.05,4.55
26.5,44.33,36.6817745302714,36.0,3.5310214577132077,34.25,39.5,0.0,12.89,2.974321503131524,2.36,2.07588099686757,1.41,4.27,8.33,28.25,18.403883089770353,18.0,3.771835334931098,15.67,20.75,0.0,9.63,2.9739665970772444,2.68,1.862778587440686,1.48,4.09,3.0,24.67,16.486221294363258,16.75,2.9782274995024243,14.67,18.5,0.0,8.19,3.0730480167014615,2.69,1.6313683387528977,1.89,4.11
27.0,45.0,36.81027139874739,36.0,3.8992640290226093,33.75,40.25,0.0,10.47,2.6028601252609604,2.12,1.8223360689446262,1.3,3.9,5.67,25.0,15.316826722338204,15.0,3.494744463221521,12.75,17.67,0.0,10.61,2.940814196242171,2.62,1.6611191106342624,1.7,3.9,8.67,24.67,17.289060542797493,17.33,2.779443096609327,15.5,19.25,0.0,8.99,2.891858037578288,2.55,1.7223210028064673,1.58,3.77
27.0,44.33,36.53027139874739,36.0,4.015354073581864,33.25,39.75,0.0,10.43,2.8539039665970773,2.45,1.8898821107232937,1.3,4.15,6.0,27.67,16.159519832985385,16.0,3.4417804546233897,14.0,18.2,0.0,9.63,3.054530271398747,2.87,1.744092161320026,1.79,4.03,7.67,24.5,17.059102296450938,16.75,3.090403798204542,15.0,19.5,0.0,9.18,3.226993736951983,2.87,1.7712880162080828,1.87,4.27
19.0,43.75,35.88275574112735,36.0,4.619270297393318,33.0,39.5,0.0,11.2,3.412275574112735,2.92,2.239849731410017,1.64,4.92,7.67,26.5,16.684509394572025,17.0,3.0097616148904622,14.75,18.67,0.0,8.87,3.128204592901879,2.87,1.7813271672779896,1.7,4.33,0.0,26.5,17.076388308977034,17.0,3.5410816882050122,14.75,19.75,0.0,8.5,3.0920876826722337,2.92,1.6276054184455782,1.89,4.06
18.5,44.25,35.75705636743215,36.0,4.618475121358441,33.0,39.33,0.0,12.6,3.3290605427974946,2.83,2.1427113377867864,1.73,4.36,5.0,24.5,16.032171189979124,16.0,3.413155554750701,13.67,18.33,0.0,9.46,2.8732150313152403,2.68,1.7059862905484549,1.5,3.81,4.0,24.33,16.003883089770355,16.25,3.122793104404178,14.0,18.25,0.0,8.81,3.056471816283925,2.77,1.7260626690804532,1.79,4.06
24.25,45.0,37.1878496868476,36.25,3.577200257809403,34.5,40.25,0.0,8.58,2.3690396659707726,1.92,1.5994619638294394,1.3,3.11,5.5,26.75,16.529060542797495,16.67,3.434206856122171,14.25,19.0,0.0,8.05,2.909686847599165,2.62,1.6016836415174116,1.64,3.94,7.0,25.5,19.601210855949894,20.0,2.8903359021046104,17.8,21.75,0.0,9.34,2.9211482254697287,2.5,1.8544930559912183,1.5,3.9
23.33,43.5,36.245114822546974,36.75,3.825944729418116,33.33,39.25,0.0,9.71,2.7379958246346554,2.17,2.093740759545786,1.22,3.74,7.0,28.5,18.43035490605428,18.33,4.0241210583415885,15.67,21.0,0.0,9.78,3.1312108559498957,2.92,1.812124840818191,1.73,4.24,7.67,27.0,18.49296450939457,18.5,3.620322690256073,15.75,21.0,0.0,11.15,3.536826722338205,3.11,1.9608350286704366,2.17,4.64
26.25,44.25,36.950584551148225,36.25,3.4351473497491876,34.5,40.25,0.0,8.64,2.4220459290187892,2.05,1.726168147914206,1.25,3.35,7.0,26.5,15.31302713987474,15.25,3.0371900932345017,13.25,17.33,0.0,8.06,2.7817954070981212,2.55,1.5437242745640953,1.58,3.77,2.0,22.25,15.980793319415449,16.33,2.8487414451316053,14.0,18.25,0.0,8.34,2.938204592901879,2.55,1.6311975834890557,1.66,4.03
27.75,44.67,37.13538622129436,36.33,3.757125142708018,34.0,40.5,0.0,10.76,2.4231315240083506,1.89,1.6424698864373528,1.25,3.42,0.0,24.75,14.992901878914404,15.0,3.290703675936308,13.0,17.25,0.0,9.0,2.8495824634655533,2.5,1.7169778088285876,1.58,3.9,0.0,23.0,16.778267223382045,17.0,2.6900888374823007,15.0,18.75,0.0,8.75,2.8240292275574115,2.59,1.6385224768350763,1.58,3.74
